Dates,Opponent,Score,Minutes,Successful Shots,Total Shots,3 Points Succesful,Total 3 Points,Successful FT,Total FT,REB,AST,BLK,STL,PF,TO,PTS,Type,Result,Score GS,Score Opponent
4/6/2012,UTAH,L 98-104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGULAR SEASON STATS,L,98,104
4/7/2012,DEN,W 112-97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGULAR SEASON STATS,W,112,97
4/9/2012,DEN,L 84-123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGULAR SEASON STATS,L,84,123
4/11/2012,POR,L 110-118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGULAR SEASON STATS,L,110,118
4/12/2012,DAL,L 103-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGULAR SEASON STATS,L,103,112
4/14/2012,LAC,L 104-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGULAR SEASON STATS,L,104,112
4/16/2012,SA,L 99-120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGULAR SEASON STATS,L,99,120
4/18/2012,LAL,L 87-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGULAR SEASON STATS,L,87,99
4/20/2012,DAL,L 94-104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGULAR SEASON STATS,L,94,104
4/21/2012,HOU,L 96-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGULAR SEASON STATS,L,96,99
4/22/2012,MIN,W 93-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGULAR SEASON STATS,W,93,88
4/24/2012,NO,L 81-83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGULAR SEASON STATS,L,81,83
4/26/2012,SA,L 101-107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGULAR SEASON STATS,L,101,107
10/8/2012,UTAH,W 83-80,12,1,3,0,1,0,0,2,6,0,1,2,1,2,,W,83,80
10/11/2012,MCH,W 108-100,23,4,8,2,4,3,3,4,10,0,1,4,1,13,,W,108,100
10/15/2012,DEN,L 98-104,24,10,15,4,5,1,1,1,2,0,1,3,5,25,,L,98,104
10/17/2012,SAC,W 98-88,23,8,14,2,4,1,1,5,4,0,2,6,1,19,,W,98,88
10/19/2012,POR,W 101-97,12,1,2,0,0,0,0,0,4,0,0,0,2,2,,W,101,97
10/31/2012,PHX,W 87-85,30,2,14,0,6,1,3,7,3,0,2,3,4,5,REGULAR SEASON STATS,W,87,85
11/2/2012,MEM,L 94-104,43,10,20,6,10,0,1,5,7,0,1,3,4,26,REGULAR SEASON STATS,L,94,104
11/3/2012,LAC,W 114-110,43,6,16,2,7,9,10,4,4,0,3,4,5,23,REGULAR SEASON STATS,W,114,110
11/5/2012,SAC,L 92-94,39,3,15,2,6,4,5,6,8,0,1,2,3,12,REGULAR SEASON STATS,L,92,94
11/7/2012,CLE,W 106-96,36,8,14,2,6,3,3,5,6,0,2,3,3,21,REGULAR SEASON STATS,W,106,96
11/9/2012,LAL,L 77-101,30,6,16,2,6,4,4,3,5,0,1,0,0,18,REGULAR SEASON STATS,L,77,101
11/10/2012,DEN,L 101-107,37,7,17,3,6,2,2,5,3,0,3,5,4,19,REGULAR SEASON STATS,L,101,107
11/14/2012,ATL,W 92-88,33,4,12,0,5,4,4,1,7,0,3,3,4,12,REGULAR SEASON STATS,W,92,88
11/16/2012,MIN,W 106-98,29,7,12,0,3,3,3,4,6,1,1,6,3,17,REGULAR SEASON STATS,W,106,98
11/18/2012,OKC,L 109-119,33,9,17,4,8,0,0,2,6,0,0,2,3,22,REGULAR SEASON STATS,L,109,119
11/19/2012,DAL,W 105-101,43,9,21,3,7,10,10,6,9,0,2,2,4,31,REGULAR SEASON STATS,W,105,101
11/21/2012,BKN,W 102-93,42,7,13,2,4,9,10,6,4,0,0,2,2,25,REGULAR SEASON STATS,W,102,93
11/23/2012,DEN,L 91-102,26,2,5,2,2,0,0,1,3,0,0,4,4,6,REGULAR SEASON STATS,L,91,102
11/24/2012,MIN,W 96-85,39,7,19,5,10,1,1,2,6,0,1,3,3,20,REGULAR SEASON STATS,W,96,85
11/29/2012,DEN,W 106-105,45,7,17,4,7,2,2,4,10,0,4,4,3,20,REGULAR SEASON STATS,W,106,105
12/1/2012,IND,W 103-92,37,7,14,3,5,3,3,1,11,0,2,4,4,20,REGULAR SEASON STATS,W,103,92
12/3/2012,ORL,L 94-102,44,9,21,3,6,4,5,5,11,0,2,0,1,25,REGULAR SEASON STATS,L,94,102
12/5/2012,DET,W 104-97,37,7,15,4,6,4,4,3,10,0,4,2,1,22,REGULAR SEASON STATS,W,104,97
12/7/2012,BKN,W 109-102,43,10,19,5,9,3,3,4,5,0,2,1,0,28,REGULAR SEASON STATS,W,109,102
12/8/2012,WSH,W 101-97,35,7,15,2,8,6,7,3,5,0,0,1,4,22,REGULAR SEASON STATS,W,101,97
12/10/2012,CHA,W 104-96,37,10,22,4,7,3,4,7,7,0,1,5,3,27,REGULAR SEASON STATS,W,104,96
12/12/2012,MIA,W 97-95,42,4,10,1,3,0,0,3,7,0,2,0,6,9,REGULAR SEASON STATS,W,97,95
12/14/2012,ORL,L 85-99,43,8,19,2,5,7,8,3,3,0,0,0,1,25,REGULAR SEASON STATS,L,85,99
12/15/2012,ATL,W 115-93,36,6,20,3,11,3,3,8,11,0,3,1,4,18,REGULAR SEASON STATS,W,115,93
12/18/2012,NO,W 103-96,39,5,13,1,3,2,2,5,3,0,0,2,2,13,REGULAR SEASON STATS,W,103,96
12/19/2012,SAC,L 127-131,42,11,24,7,12,3,3,6,4,1,1,6,4,32,REGULAR SEASON STATS,L,127,131
12/21/2012,CHA,W 115-100,36,9,17,8,13,1,1,3,8,2,0,2,2,27,REGULAR SEASON STATS,W,115,100
12/22/2012,LAL,L 115-118,45,8,23,3,10,1,1,8,7,0,4,4,4,20,REGULAR SEASON STATS,L,115,118
12/26/2012,UTAH,W 94-83,38,7,18,4,7,5,6,8,7,1,1,0,2,23,REGULAR SEASON STATS,W,94,83
12/28/2012,PHI,W 96-89,39,5,11,1,4,0,0,5,6,0,1,3,4,11,REGULAR SEASON STATS,W,96,89
12/29/2012,BOS,W 101-83,35,8,13,4,5,2,2,4,9,2,3,3,5,22,REGULAR SEASON STATS,W,101,83
1/2/2013,LAC,W 115-94,43,11,16,6,8,3,4,6,8,0,2,3,4,31,REGULAR SEASON STATS,W,115,94
1/5/2013,LAC,L 89-115,29,4,11,1,5,1,1,0,5,0,0,0,2,10,REGULAR SEASON STATS,L,89,115
1/9/2013,MEM,L 87-94,41,10,22,4,8,0,1,4,4,0,2,2,4,24,REGULAR SEASON STATS,L,87,94
1/11/2013,POR,W 103-97,44,7,22,3,8,5,5,3,12,1,3,1,1,22,REGULAR SEASON STATS,W,103,97
1/13/2013,DEN,L 105-116,41,11,18,7,9,0,0,0,7,0,1,4,1,29,REGULAR SEASON STATS,L,105,116
1/16/2013,MIA,L 75-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGULAR SEASON STATS,L,75,92
1/18/2013,SA,L 88-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGULAR SEASON STATS,L,88,95
1/19/2013,NO,W 116-112,38,5,17,2,8,8,10,3,7,0,4,2,1,20,REGULAR SEASON STATS,W,116,112
1/21/2013,LAC,W 106-99,37,9,14,6,8,4,4,3,6,0,0,4,2,28,REGULAR SEASON STATS,W,106,99
1/23/2013,OKC,W 104-99,42,11,27,3,14,6,6,3,7,0,4,1,2,31,REGULAR SEASON STATS,W,104,99
1/25/2013,CHI,L 87-103,37,7,18,3,7,4,4,1,1,0,0,1,2,21,REGULAR SEASON STATS,L,87,103
1/26/2013,MIL,L 102-109,37,8,19,5,9,5,5,2,7,0,1,2,2,26,REGULAR SEASON STATS,L,102,109
1/28/2013,TOR,W 114-102,26,7,12,1,3,2,2,1,5,0,1,1,2,17,REGULAR SEASON STATS,W,114,102
1/29/2013,CLE,W 108-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGULAR SEASON STATS,W,108,95
1/31/2013,DAL,W 100-97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGULAR SEASON STATS,W,100,97
2/2/2013,PHX,W 113-93,42,11,20,6,10,1,1,2,8,0,2,3,2,29,REGULAR SEASON STATS,W,113,93
2/5/2013,HOU,L 109-140,28,3,12,1,5,0,0,4,9,1,0,2,2,7,REGULAR SEASON STATS,L,109,140
2/6/2013,OKC,L 98-119,36,5,20,2,7,2,2,8,11,0,1,3,6,14,REGULAR SEASON STATS,L,98,119
2/8/2013,MEM,L 93-99,40,11,22,4,9,6,6,5,8,0,2,4,2,32,REGULAR SEASON STATS,L,93,99
2/9/2013,DAL,L 91-116,31,8,23,1,3,1,1,7,4,0,1,2,5,18,REGULAR SEASON STATS,L,91,116
2/12/2013,HOU,L 107-116,35,10,19,2,5,5,6,5,6,0,1,4,1,27,REGULAR SEASON STATS,L,107,116
2/19/2013,UTAH,L 101-115,38,12,22,4,9,1,1,5,4,0,1,3,4,29,REGULAR SEASON STATS,L,101,115
2/20/2013,PHX,W 108-98,41,8,16,2,6,2,2,3,11,0,1,1,2,20,REGULAR SEASON STATS,W,108,98
2/22/2013,SA,W 107-101,45,6,17,3,9,4,5,4,6,0,1,2,2,19,REGULAR SEASON STATS,W,107,101
2/24/2013,MIN,W 100-99,34,6,15,1,5,5,5,5,5,0,5,5,6,18,REGULAR SEASON STATS,W,100,99
2/26/2013,IND,L 97-108,37,14,20,7,10,3,4,2,4,1,3,3,6,38,REGULAR SEASON STATS,L,97,108
2/27/2013,NY,L 105-109,48,18,28,11,13,7,7,6,7,0,3,3,4,54,REGULAR SEASON STATS,L,105,109
3/1/2013,BOS,L 86-94,42,6,22,3,11,10,10,1,6,0,1,2,4,25,REGULAR SEASON STATS,L,86,94
3/2/2013,PHI,L 97-104,42,11,20,3,9,5,7,3,9,0,3,2,4,30,REGULAR SEASON STATS,L,97,104
3/4/2013,TOR,W 125-118,42,8,16,2,5,8,8,5,12,0,0,5,6,26,REGULAR SEASON STATS,W,125,118
3/6/2013,SAC,W 87-83,34,3,11,2,5,5,5,5,8,0,2,4,6,13,REGULAR SEASON STATS,W,87,83
3/8/2013,HOU,L 88-94,43,8,21,3,8,5,7,5,8,0,1,5,1,24,REGULAR SEASON STATS,L,88,94
3/9/2013,MIL,L 93-103,39,7,18,2,6,0,0,2,10,0,0,4,4,16,REGULAR SEASON STATS,L,93,103
3/11/2013,NY,W 92-63,37,9,18,6,10,2,2,6,3,0,1,1,2,26,REGULAR SEASON STATS,W,92,63
3/13/2013,DET,W 105-97,43,11,17,5,7,4,4,2,8,0,1,0,4,31,REGULAR SEASON STATS,W,105,97
3/15/2013,CHI,L 95-113,30,2,13,0,5,4,4,0,4,0,0,2,1,8,REGULAR SEASON STATS,L,95,113
3/17/2013,HOU,W 108-78,45,12,22,5,11,0,0,5,11,1,2,1,3,29,REGULAR SEASON STATS,W,108,78
3/18/2013,NO,W 93-72,39,10,19,6,9,4,4,7,3,0,0,3,7,30,REGULAR SEASON STATS,W,93,72
3/20/2013,SA,L 93-104,36,8,20,4,8,4,5,4,3,0,2,0,3,24,REGULAR SEASON STATS,L,93,104
3/23/2013,WSH,W 101-92,32,13,18,6,10,3,4,2,8,0,2,2,3,35,REGULAR SEASON STATS,W,101,92
3/25/2013,LAL,W 109-103,43,9,24,3,9,4,7,7,10,0,0,4,2,25,REGULAR SEASON STATS,W,109,103
3/27/2013,SAC,L 98-105,46,5,18,2,9,5,6,5,12,0,4,3,3,17,REGULAR SEASON STATS,L,98,105
3/30/2013,POR,W 125-98,37,14,22,7,12,4,4,5,6,0,1,2,3,39,REGULAR SEASON STATS,W,125,98
4/3/2013,NO,W 98-88,36,6,14,4,10,4,4,3,9,0,1,5,2,20,REGULAR SEASON STATS,W,98,88
4/5/2013,PHX,W 111-107,41,6,15,3,8,3,3,1,15,0,4,5,4,18,REGULAR SEASON STATS,W,111,107
4/7/2013,UTAH,L 90-97,45,8,19,4,9,2,2,4,5,0,1,3,5,22,REGULAR SEASON STATS,L,90,97
4/9/2013,MIN,W 105-89,39,9,21,2,9,4,5,4,10,1,1,4,3,24,REGULAR SEASON STATS,W,105,89
4/11/2013,OKC,L 97-116,35,9,18,3,6,1,1,3,7,0,2,0,4,22,REGULAR SEASON STATS,L,97,116
4/12/2013,LAL,L 116-118,44,17,31,9,15,4,4,6,9,0,3,3,1,47,REGULAR SEASON STATS,L,116,118
4/15/2013,SA,W 116-106,39,13,23,7,13,2,2,8,5,0,2,0,3,35,REGULAR SEASON STATS,W,116,106
4/17/2013,POR,W 99-88,32,5,16,4,11,1,1,2,5,0,3,2,1,15,REGULAR SEASON STATS,W,99,88
4/20/2013,DEN,L 95-97,43,7,20,4,10,1,1,4,9,0,2,2,5,19,Conference Quarterfinals,L,95,97
4/23/2013,DEN,W 131-117,42,13,23,4,10,0,0,5,13,0,3,4,1,30,Conference Quarterfinals,W,131,117
4/26/2013,DEN,W 110-108,38,8,17,4,7,9,9,6,11,0,2,4,3,29,Conference Quarterfinals,W,110,108
4/28/2013,DEN,W 115-101,33,10,16,6,11,5,5,3,7,0,4,4,2,31,Conference Quarterfinals,W,115,101
4/30/2013,DEN,L 100-107,42,7,19,1,6,0,0,4,8,1,0,5,2,15,Conference Quarterfinals,L,100,107
5/2/2013,DEN,W 92-88,42,6,14,4,8,6,6,4,8,0,2,3,7,22,Conference Quarterfinals,W,92,88
5/6/2013,SA,L 127-129,58,18,35,6,14,2,2,4,11,0,2,3,6,44,Conference Semifinals,L,127,129
5/8/2013,SA,W 100-91,43,7,20,2,6,6,9,4,4,0,1,2,2,22,Conference Semifinals,W,100,91
5/10/2013,SA,L 92-102,42,5,17,3,9,3,3,2,8,0,2,3,3,16,Conference Semifinals,L,92,102
5/12/2013,SA,W 97-87,39,7,15,5,10,3,3,6,4,0,0,2,2,22,Conference Semifinals,W,97,87
5/14/2013,SA,L 91-109,35,4,14,1,7,0,0,0,8,0,1,1,4,9,Conference Semifinals,L,91,109
5/16/2013,SA,L 82-94,40,10,25,2,8,0,0,4,6,1,1,2,3,22,Conference Semifinals,L,82,94
10/5/2013,LAL,L 95-104,15,2,6,0,4,1,1,4,2,0,2,2,1,5,,L,95,104
10/7/2013,SAC,W 94-81,27,5,12,4,7,9,10,3,6,0,0,4,5,23,,W,94,81
10/8/2013,UTAH,L 78-101,21,4,14,2,4,0,0,4,3,0,0,1,0,10,,L,78,101
10/15/2013,LAL,W 100-95,37,7,18,3,10,7,8,3,7,0,3,3,2,24,,W,100,95
10/18/2013,LAL,W 115-89,21,3,12,1,5,2,2,3,3,1,1,3,2,9,,W,115,89
10/23/2013,SAC,L 90-91,36,8,15,5,10,3,4,2,6,1,3,4,4,24,,L,90,91
10/30/2013,LAL,W 125-94,24,4,10,2,5,0,0,4,6,0,1,4,1,10,REGULAR SEASON STATS,W,125,94
10/31/2013,LAC,L 115-126,38,14,23,9,14,1,1,3,9,0,0,3,11,38,REGULAR SEASON STATS,L,115,126
11/2/2013,SAC,W 98-87,33,8,13,5,8,1,1,1,12,0,1,4,7,22,REGULAR SEASON STATS,W,98,87
11/4/2013,PHI,W 110-90,29,7,16,2,9,2,2,10,12,1,5,0,2,18,REGULAR SEASON STATS,W,110,90
11/6/2013,MIN,W 106-93,24,2,8,0,3,1,2,1,7,0,1,1,1,5,REGULAR SEASON STATS,W,106,93
11/8/2013,SA,L 74-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGULAR SEASON STATS,L,74,76
11/9/2013,MEM,L 90-108,34,7,18,4,10,4,4,2,5,0,3,1,3,22,REGULAR SEASON STATS,L,90,108
11/12/2013,DET,W 113-95,29,7,10,2,4,9,9,2,8,0,1,4,2,25,REGULAR SEASON STATS,W,113,95
11/14/2013,OKC,W 116-115,43,8,22,4,8,2,3,5,9,0,1,4,2,22,REGULAR SEASON STATS,W,116,115
11/16/2013,UTAH,W 102-88,39,7,20,0,5,1,2,3,11,0,1,1,0,15,REGULAR SEASON STATS,W,102,88
11/18/2013,UTAH,W 98-87,33,7,15,4,7,4,4,6,8,0,3,4,5,22,REGULAR SEASON STATS,W,98,87
11/20/2013,MEM,L 81-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGULAR SEASON STATS,L,81,88
11/22/2013,LAL,L 95-102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGULAR SEASON STATS,L,95,102
11/23/2013,POR,L 101-113,37,8,21,2,9,4,5,3,11,0,1,1,5,22,REGULAR SEASON STATS,L,101,113
11/26/2013,NO,W 102-101,42,7,20,2,5,0,0,8,9,1,3,2,2,16,REGULAR SEASON STATS,W,102,101
11/27/2013,DAL,L 99-103,42,9,19,6,10,5,5,4,8,0,1,3,6,29,REGULAR SEASON STATS,L,99,103
11/29/2013,OKC,L 112-113,45,13,26,4,10,2,3,11,5,0,0,4,3,32,REGULAR SEASON STATS,L,112,113
12/1/2013,SAC,W 115-113,40,14,24,5,8,3,3,2,10,1,3,1,7,36,REGULAR SEASON STATS,W,115,113
12/3/2013,TOR,W 112-103,43,8,15,3,7,8,10,3,10,1,5,1,3,27,REGULAR SEASON STATS,W,112,103
12/6/2013,HOU,L 83-105,32,5,14,1,5,11,11,1,5,0,3,4,8,22,REGULAR SEASON STATS,L,83,105
12/7/2013,MEM,W 108-82,45,7,16,2,7,6,7,6,15,1,0,4,1,22,REGULAR SEASON STATS,W,108,82
12/9/2013,CHA,L 111-115,46,14,32,5,16,10,12,6,9,2,0,4,4,43,REGULAR SEASON STATS,L,111,115
12/11/2013,DAL,W 95-93,44,13,25,6,11,1,1,4,10,0,3,3,8,33,REGULAR SEASON STATS,W,95,93
12/13/2013,HOU,L 112-116,39,5,12,1,5,9,11,2,9,0,0,6,6,20,REGULAR SEASON STATS,L,112,116
12/15/2013,PHX,L 102-106,42,8,17,4,7,10,11,6,7,0,3,2,6,30,REGULAR SEASON STATS,L,102,106
12/17/2013,NO,W 104-93,33,11,19,2,7,4,4,4,11,0,3,3,3,28,REGULAR SEASON STATS,W,104,93
12/19/2013,SA,L 102-104,40,12,28,6,16,0,0,2,15,0,4,1,5,30,REGULAR SEASON STATS,L,102,104
12/21/2013,LAL,W 102-83,33,5,15,4,9,4,4,6,10,0,3,2,1,18,REGULAR SEASON STATS,W,102,83
12/23/2013,DEN,W 89-81,35,5,14,2,3,2,4,3,7,1,2,4,2,14,REGULAR SEASON STATS,W,89,81
12/25/2013,LAC,W 105-103,42,5,17,2,6,3,3,6,11,0,1,1,2,15,REGULAR SEASON STATS,W,105,103
12/27/2013,PHX,W 115-86,34,5,17,1,6,3,5,13,16,0,1,3,7,14,REGULAR SEASON STATS,W,115,86
12/29/2013,CLE,W 108-104,48,10,23,5,10,4,5,9,11,1,2,3,5,29,REGULAR SEASON STATS,W,108,104
12/31/2013,ORL,W 94-81,30,4,10,1,5,0,0,5,8,0,0,1,6,9,REGULAR SEASON STATS,W,94,81
1/2/2014,MIA,W 123-114,44,13,22,8,15,2,3,2,12,0,2,4,4,36,REGULAR SEASON STATS,W,123,114
1/3/2014,ATL,W 101-100,35,7,15,1,7,7,8,8,9,0,5,5,9,22,REGULAR SEASON STATS,W,101,100
1/5/2014,WSH,W 112-96,38,5,17,1,5,3,3,3,10,1,1,5,2,14,REGULAR SEASON STATS,W,112,96
1/7/2014,MIL,W 101-80,36,5,18,2,11,3,4,0,6,0,1,2,7,15,REGULAR SEASON STATS,W,101,80
1/8/2014,BKN,L 98-102,45,11,25,2,10,10,10,5,7,0,3,5,7,34,REGULAR SEASON STATS,L,98,102
1/10/2014,BOS,W 99-97,40,7,18,3,8,2,3,7,4,0,1,1,4,19,REGULAR SEASON STATS,W,99,97
1/15/2014,DEN,L 116-123,40,7,19,4,13,6,7,5,7,0,0,4,2,24,REGULAR SEASON STATS,L,116,123
1/17/2014,OKC,L 121-127,38,11,18,6,10,9,11,3,11,0,3,2,7,37,REGULAR SEASON STATS,L,121,127
1/18/2014,NO,W 97-87,38,10,22,2,9,6,6,6,8,0,4,2,0,28,REGULAR SEASON STATS,W,97,87
1/20/2014,IND,L 94-102,41,9,20,3,11,3,4,3,9,0,0,2,2,24,REGULAR SEASON STATS,L,94,102
1/24/2014,MIN,L 120-121,37,12,21,6,10,3,3,3,15,0,1,3,5,33,REGULAR SEASON STATS,L,120,121
1/26/2014,POR,W 103-88,35,13,23,5,8,7,10,7,8,0,2,1,2,38,REGULAR SEASON STATS,W,103,88
1/28/2014,WSH,L 85-88,38,8,23,2,7,5,6,2,4,0,4,5,6,23,REGULAR SEASON STATS,L,85,88
1/30/2014,LAC,W 111-92,34,8,10,4,4,2,2,4,7,1,1,3,3,22,REGULAR SEASON STATS,W,111,92
1/31/2014,UTAH,W 95-90,38,14,26,8,13,8,9,2,4,0,0,0,2,44,REGULAR SEASON STATS,W,95,90
2/4/2014,CHA,L 75-91,38,8,18,1,7,0,0,3,11,0,0,2,2,17,REGULAR SEASON STATS,L,75,91
2/6/2014,CHI,W 102-87,43,13,19,4,6,4,4,3,9,0,1,3,2,34,REGULAR SEASON STATS,W,102,87
2/8/2014,PHX,L 109-122,41,10,20,3,10,5,6,2,9,0,0,2,2,28,REGULAR SEASON STATS,L,109,122
2/10/2014,PHI,W 123-80,27,7,11,6,9,3,3,5,8,0,1,3,7,23,REGULAR SEASON STATS,W,123,80
2/12/2014,MIA,L 110-111,39,8,14,4,4,9,9,5,7,0,1,3,5,29,REGULAR SEASON STATS,L,110,111
2/16/2014,EAST,L 155-163,28,4,14,2,11,2,2,3,11,0,1,1,2,12,REGULAR SEASON STATS,L,155,163
2/19/2014,SAC,W 101-92,36,5,14,1,4,2,3,1,8,0,1,2,0,13,REGULAR SEASON STATS,W,101,92
2/20/2014,HOU,W 102-99,38,8,15,5,8,4,4,2,6,0,2,5,2,25,REGULAR SEASON STATS,W,102,99
2/22/2014,BKN,W 93-86,32,7,13,3,4,0,0,5,8,0,2,2,2,17,REGULAR SEASON STATS,W,93,86
2/24/2014,DET,W 104-96,36,6,15,3,9,4,5,8,9,0,0,0,4,19,REGULAR SEASON STATS,W,104,96
2/26/2014,CHI,L 83-103,28,2,10,1,5,0,0,3,5,0,0,0,5,5,REGULAR SEASON STATS,L,83,103
2/28/2014,NY,W 126-103,30,9,19,5,11,4,4,11,11,1,0,2,4,27,REGULAR SEASON STATS,W,126,103
3/2/2014,TOR,L 98-104,43,13,27,4,11,4,6,4,7,0,1,3,6,34,REGULAR SEASON STATS,L,98,104
3/4/2014,IND,W 98-96,32,7,18,2,5,3,3,8,6,0,2,5,4,19,REGULAR SEASON STATS,W,98,96
3/5/2014,BOS,W 108-88,22,6,10,1,4,1,1,3,4,0,1,3,0,14,REGULAR SEASON STATS,W,108,88
3/7/2014,ATL,W 111-97,30,5,10,1,4,2,2,3,7,0,1,1,0,13,REGULAR SEASON STATS,W,111,97
3/9/2014,PHX,W 113-107,30,7,16,1,5,3,3,2,9,0,0,1,1,18,REGULAR SEASON STATS,W,113,107
3/11/2014,DAL,W 108-85,22,4,12,1,5,1,1,2,4,0,3,1,3,10,REGULAR SEASON STATS,W,108,85
3/12/2014,LAC,L 98-111,29,5,11,2,5,1,1,5,11,0,1,3,4,13,REGULAR SEASON STATS,L,98,111
3/14/2014,CLE,L 94-103,36,8,17,5,10,6,7,4,8,0,3,1,4,27,REGULAR SEASON STATS,L,94,103
3/16/2014,POR,W 113-112,40,11,24,6,12,9,9,4,5,0,1,4,5,37,REGULAR SEASON STATS,W,113,112
3/18/2014,ORL,W 103-89,32,9,13,3,6,2,2,3,5,0,0,1,3,23,REGULAR SEASON STATS,W,103,89
3/20/2014,MIL,W 115-110,38,9,14,3,5,10,10,3,10,0,1,2,4,31,REGULAR SEASON STATS,W,115,110
3/22/2014,SA,L 90-99,39,5,13,1,4,9,9,6,6,0,1,0,6,20,REGULAR SEASON STATS,L,90,99
3/28/2014,MEM,W 100-93,38,13,22,5,8,2,3,5,8,2,1,1,3,33,REGULAR SEASON STATS,W,100,93
3/30/2014,NY,L 84-89,41,10,21,6,12,6,8,4,1,0,1,2,2,32,REGULAR SEASON STATS,L,84,89
4/1/2014,DAL,W 122-120,43,10,17,3,8,0,0,3,10,0,2,2,1,23,REGULAR SEASON STATS,W,122,120
4/2/2014,SA,L 90-111,31,5,15,1,4,0,0,0,10,0,1,2,4,11,REGULAR SEASON STATS,L,90,111
4/4/2014,SAC,W 102-69,29,5,12,2,5,1,1,2,5,0,1,2,1,13,REGULAR SEASON STATS,W,102,69
4/6/2014,UTAH,W 130-102,29,12,18,5,10,2,2,1,16,0,3,2,5,31,REGULAR SEASON STATS,W,130,102
4/10/2014,DEN,L 99-100,34,8,19,2,7,6,6,7,6,0,4,1,2,24,REGULAR SEASON STATS,L,99,100
4/11/2014,LAL,W 112-95,35,12,20,4,5,2,2,10,12,0,2,3,6,30,REGULAR SEASON STATS,W,112,95
4/13/2014,POR,L 117-119,45,16,29,7,14,8,8,1,5,0,3,3,4,47,REGULAR SEASON STATS,L,117,119
4/14/2014,MIN,W 130-120,42,10,21,7,13,5,5,5,15,0,3,4,5,32,REGULAR SEASON STATS,W,130,120
4/16/2014,DEN,W 116-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGULAR SEASON STATS,W,116,112
4/19/2014,LAC,W 109-105,45,6,16,2,6,0,0,3,7,0,3,1,7,14,Conference Quarterfinals,W,109,105
4/21/2014,LAC,L 98-138,31,9,17,1,7,5,5,1,8,0,2,4,2,24,Conference Quarterfinals,L,98,138
4/24/2014,LAC,L 96-98,43,5,12,3,8,3,4,2,15,0,1,3,3,16,Conference Quarterfinals,L,96,98
4/27/2014,LAC,W 118-97,42,10,20,7,14,6,7,7,7,1,1,3,2,33,Conference Quarterfinals,W,118,97
4/29/2014,LAC,L 103-113,44,5,10,4,7,3,3,3,4,0,2,2,8,17,Conference Quarterfinals,L,103,113
5/1/2014,LAC,W 100-99,45,9,24,2,8,4,7,4,9,0,0,1,2,24,Conference Quarterfinals,W,100,99
5/3/2014,LAC,L 121-126,46,7,17,3,7,16,16,5,9,0,3,4,2,33,Conference Quarterfinals,L,121,126
10/7/2014,LAC,W 112-94,18,2,7,0,2,8,11,1,3,0,0,6,3,12,,W,112,94
10/9/2014,LAL,W 120-105,27,6,9,3,4,5,5,5,6,0,1,2,3,20,,W,120,105
10/12/2014,LAL,W 116-75,24,8,11,4,7,5,5,6,6,1,2,2,3,25,,W,116,75
10/16/2014,DEN,W 104-101,17,5,9,3,3,0,0,1,4,0,1,2,2,13,,W,104,101
10/17/2014,MIA,L 108-115,32,2,10,1,7,2,2,3,7,0,3,4,1,7,,L,108,115
10/19/2014,HOU,L 83-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,L,83,90
10/21/2014,LAC,W 125-107,31,9,13,4,5,5,8,2,6,1,3,1,6,27,,W,125,107
10/24/2014,DEN,W 119-112,34,5,15,3,7,4,4,2,11,0,2,1,3,17,,W,119,112
10/29/2014,SAC,W 95-77,37,7,17,2,9,8,9,10,5,0,6,5,4,24,REGULAR SEASON STATS,W,95,77
11/1/2014,LAL,W 127-104,34,10,19,3,8,8,8,5,10,0,3,3,2,31,REGULAR SEASON STATS,W,127,104
11/2/2014,POR,W 95-90,31,6,18,1,5,8,8,5,6,0,2,1,3,21,REGULAR SEASON STATS,W,95,90
11/5/2014,LAC,W 121-104,34,9,18,4,8,6,6,6,7,0,1,4,5,28,REGULAR SEASON STATS,W,121,104
11/8/2014,HOU,W 98-87,40,13,19,6,9,2,2,9,5,0,4,2,5,34,REGULAR SEASON STATS,W,98,87
11/9/2014,PHX,L 95-107,34,10,20,4,10,4,4,2,10,0,5,5,10,28,REGULAR SEASON STATS,L,95,107
